customer_id,account_age_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,average_transaction_value,median_transaction_value,total_spend,days_since_last_success,previous_recovery_attempts,previous_recoveries,customer_segment
C101697,174,37,31,6,0.8507,3814.82,3849.34,128259.76,95,4,4,regular
C101698,200,20,19,1,0.9301,20892.13,17864.32,367318.06,41,0,0,high_value
C101699,955,29,29,0,0.9911,6124.02,5323.89,194480.0,16,2,2,regular
C101700,916,76,65,11,0.8604,15494.52,13816.74,1094345.83,84,1,0,high_value
C101701,1189,92,84,8,0.9147,3586.33,3389.51,345735.24,36,0,0,high_value
C101702,1025,38,31,7,0.8272,4496.42,3934.5,146796.6,16,0,0,regular
C101703,1044,13,12,1,0.8954,7924.37,6989.47,99013.23,118,0,0,regular
C101704,174,15,14,1,0.938,2547.39,2415.48,36749.86,70,0,0,regular
C101705,1778,84,81,3,0.9639,16301.22,16569.09,1165761.29,53,1,1,high_value
C101706,8,4,3,1,0.7963,2492.2,2133.23,7506.27,110,1,1,new
C101707,346,22,21,1,0.9741,1849.12,1702.07,42926.03,27,1,0,regular
C101708,546,42,40,2,0.9638,8766.43,8509.2,300252.66,70,1,1,regular
C101709,109,13,13,0,0.995,1696.93,1410.0,19589.34,90,1,1,regular
C101710,770,30,27,3,0.9158,8692.54,8487.37,241778.3,0,0,0,regular
C101711,995,47,42,5,0.8927,5804.98,5022.37,269190.94,32,0,0,regular
C101712,1699,29,29,0,0.9948,27327.65,22043.73,746694.95,11,0,0,high_value
C101713,722,27,23,4,0.8551,5535.31,4350.62,141500.17,63,1,1,regular
C101714,813,11,10,1,0.9141,5445.11,4290.42,51797.01,81,1,1,regular
C101715,645,28,23,5,0.8064,3538.92,3437.82,80551.63,18,0,0,regular
C101716,568,31,27,4,0.8782,5381.5,5069.29,165048.2,17,1,1,regular
C101717,692,49,44,5,0.9031,6978.17,6771.88,299448.94,55,1,1,regular
C101718,1126,14,14,0,0.967,2553.0,2452.68,36808.65,47,1,1,regular
C101719,347,21,21,0,0.9767,5538.89,4826.78,131512.3,13,0,0,regular
C101720,79,4,3,1,0.8703,1201.33,1206.04,3349.24,81,1,1,new
C101721,745,47,47,0,0.995,1413.85,1400.71,58316.13,92,1,1,regular
C101722,709,15,14,1,0.9189,6314.15,5452.93,100544.82,51,0,0,regular
C101723,94,36,33,3,0.9244,3502.16,3381.36,117645.65,43,0,0,regular
C101724,387,44,36,8,0.8129,2696.66,2633.88,110646.92,19,3,3,regular
C101725,56,3,3,0,0.9013,2006.74,1800.51,6682.58,38,2,2,new
C101726,851,24,23,1,0.973,3548.43,2870.33,83930.84,60,0,0,regular
C101727,897,15,14,1,0.9202,2486.59,2138.9,34512.97,119,1,1,regular
C101728,17,4,3,1,0.8083,2475.9,2518.77,7383.68,22,1,1,new
C101729,827,7,6,1,0.9236,1381.52,1314.96,7458.58,99,0,0,regular
C101730,1073,91,87,4,0.9534,25979.77,25094.66,2228751.75,60,1,1,high_value
C101731,34,4,3,1,0.8276,2733.65,2730.54,8992.49,66,3,1,new
C101732,482,11,11,0,0.9945,8051.09,6671.64,101548.36,36,0,0,regular
C101733,1001,5,5,0,0.9752,3471.15,3514.26,19752.65,113,0,0,regular
C101734,594,36,32,4,0.9025,5568.13,5035.56,202885.5,7,1,1,regular
C101735,875,8,8,0,0.995,4173.83,4001.55,28572.5,25,0,0,regular
C101736,201,11,9,2,0.8345,4621.62,3957.82,41791.4,38,0,0,regular
C101737,206,31,26,5,0.8517,4758.34,4087.69,112587.26,68,1,1,regular
C101738,305,46,46,0,0.995,3444.07,2983.61,163906.37,50,0,0,regular
C101739,282,37,35,2,0.9447,2151.8,1858.15,85386.18,111,0,0,regular
C101740,751,6,5,1,0.8927,7126.05,5665.21,39656.28,22,1,1,regular
C101741,786,12,11,1,0.9067,11707.22,10001.45,142941.86,68,0,0,regular
C101742,51,3,3,0,0.9509,1329.63,1243.7,3828.2,58,0,0,new
C101743,1700,63,58,5,0.916,33056.84,32940.26,1917970.34,36,1,1,high_value
C101744,717,22,20,2,0.9218,2898.45,2289.77,54176.8,2,0,0,regular
C101745,196,47,43,4,0.9112,3226.85,2529.82,140996.52,97,0,0,regular
C101746,599,44,37,7,0.8404,4049.43,3734.28,140991.29,24,0,0,regular
C101747,236,38,35,3,0.9259,4360.56,4133.47,166755.19,16,2,2,regular
C101748,147,38,33,5,0.8782,2472.72,2289.69,80728.87,68,0,0,regular
C101749,248,40,34,6,0.8508,1851.94,1877.0,66751.59,18,0,0,regular
C101750,186,11,11,0,0.986,4636.88,3871.47,56708.18,76,1,1,regular
C101751,604,36,36,0,0.995,541.09,484.55,18309.05,87,1,1,regular
C101752,682,47,47,0,0.995,4236.27,4235.49,206397.42,27,1,0,regular
C101753,752,15,14,1,0.949,2552.9,2369.6,39448.43,8,0,0,regular
C101754,561,5,4,1,0.8941,7186.25,6600.64,32631.91,11,0,0,regular
C101755,261,21,19,2,0.9058,8437.27,8470.02,144104.11,6,0,0,regular
C101756,51,4,4,0,0.9283,2055.68,1770.63,8670.23,58,0,0,new
C101757,496,52,52,0,0.995,20602.46,16847.09,1050507.22,45,0,0,high_value
C101758,468,51,50,1,0.9767,12285.03,9963.35,574728.5,93,1,1,high_value
C101759,609,53,48,5,0.9105,36780.74,35943.96,1584194.68,47,0,0,high_value
C101760,293,49,44,5,0.8923,5347.58,5270.93,241320.3,78,0,0,regular
C101761,31,2,2,0,0.858,381.08,318.63,724.22,56,0,0,new
C101762,304,38,33,5,0.8593,10383.39,9238.07,359915.62,51,1,1,regular
C101763,79,3,3,0,0.9533,889.37,818.54,2492.81,88,2,2,new
C101764,47,4,4,0,0.878,1480.24,1203.98,5033.87,61,0,0,new
C101765,84,1,1,0,0.7308,5653.17,5561.1,6106.37,68,0,0,new
C101766,1044,87,77,10,0.8886,25944.49,22844.92,1794752.78,54,0,0,high_value
C101767,53,2,2,0,0.8297,1294.11,1277.59,2396.04,85,0,0,new
C101768,50,1,1,0,0.7106,3772.27,3630.5,3472.78,36,1,1,new
C101769,621,34,28,6,0.8177,4087.59,3477.67,109035.64,5,0,0,regular
C101770,493,19,16,3,0.822,6339.88,6035.43,100992.07,50,1,1,regular
C101771,107,6,5,1,0.8516,4674.52,4477.11,25563.42,37,0,0,regular
C101772,502,49,48,1,0.984,5960.55,5094.5,298999.97,107,0,0,regular
C101773,357,30,27,3,0.8913,3675.22,3090.48,88692.5,115,0,0,regular
C101774,605,35,32,3,0.9119,3982.66,3893.54,115350.95,26,0,0,regular
C101775,240,41,35,6,0.8527,4259.02,4014.99,164586.05,51,0,0,regular
C101776,905,33,31,2,0.948,5739.98,5496.02,164586.32,51,0,0,regular
C101777,1020,32,32,0,0.995,5831.93,4987.08,170871.88,26,1,1,regular
C101778,1155,40,34,6,0.8567,24311.26,23176.57,703480.65,1,1,1,regular
C101779,156,18,18,0,0.995,12342.38,11742.95,240429.63,119,0,0,regular
C101780,80,3,3,0,0.8932,2139.09,1839.58,6876.32,78,0,0,new
C101781,1161,37,34,3,0.911,4129.74,3489.26,133992.11,49,0,0,regular
C101782,1026,13,12,1,0.934,3527.33,3116.51,36071.61,22,0,0,regular
C101783,65,3,2,1,0.7887,2599.8,2489.0,5645.06,57,0,0,new
C101784,426,44,44,0,0.995,3723.37,3077.22,144137.61,32,1,1,regular
C101785,650,45,42,3,0.9412,5945.6,5885.09,246753.49,26,0,0,regular
C101786,670,49,46,3,0.9425,1107.21,931.46,56128.78,114,0,0,regular
C101787,1025,9,8,1,0.8847,1814.69,1781.14,13403.83,78,0,0,regular
C101788,663,45,43,2,0.9603,15791.21,12907.64,654509.65,37,0,0,regular
C101789,69,4,3,1,0.8218,1374.46,1315.99,4322.35,24,0,0,new
C101790,857,39,36,3,0.9165,2471.94,2261.17,93612.58,92,0,0,regular
C101791,945,27,27,0,0.995,5205.94,4887.08,138987.73,73,0,0,regular
C101792,399,27,21,6,0.7597,2392.27,2425.26,49239.2,102,2,1,regular
C101793,192,24,22,2,0.924,3796.4,3009.08,81504.01,90,0,0,regular
C101794,491,77,71,6,0.9186,17149.8,13990.64,1212533.62,48,1,1,high_value
C101795,1018,27,24,3,0.8963,2803.43,2239.89,64186.96,78,0,0,regular
C101796,570,15,13,2,0.8977,3505.3,3171.29,42238.89,45,1,1,regular
C101797,663,14,13,1,0.9155,8815.37,8574.48,108275.69,10,0,0,regular
C101798,1155,7,6,1,0.8949,5944.73,4715.11,35430.47,3,0,0,regular
C101799,129,25,23,2,0.9233,6600.81,6383.36,146450.59,9,0,0,regular
C101800,294,7,6,1,0.8807,4430.94,3916.66,27267.89,110,0,0,regular
C101801,1009,43,43,0,0.995,7372.72,7416.54,329499.6,101,0,0,regular
C101802,51,1,1,0,0.865,2536.34,2211.3,2913.86,46,1,1,new
C101803,91,41,39,2,0.9442,2899.26,2946.52,116977.64,108,0,0,regular
C101804,861,18,16,2,0.8699,5746.74,5250.02,98419.98,88,0,0,regular
C101805,217,12,12,0,0.966,3806.04,3873.02,40164.8,16,1,1,regular
C101806,48,4,3,1,0.8404,1405.25,1309.2,4545.15,27,0,0,new
C101807,969,35,33,2,0.9352,4077.96,3519.77,134932.04,45,1,1,regular
C101808,999,5,4,1,0.8484,9546.24,9286.76,42384.07,96,0,0,regular
C101809,80,4,3,1,0.8208,1498.81,1344.24,5131.66,78,0,0,new
C101810,365,24,24,0,0.995,3090.64,2639.76,68175.27,47,2,2,regular
C101811,1064,41,35,6,0.8642,1565.42,1400.74,61835.9,100,1,1,regular
C101812,696,8,8,0,0.9485,2936.39,2904.85,24700.69,39,0,0,regular
C101813,784,24,20,4,0.8533,2627.15,2510.91,56312.22,109,0,0,regular
C101814,215,25,24,1,0.9705,7412.19,6090.63,176417.61,86,0,0,regular
C101815,770,7,6,1,0.8688,7817.59,7671.11,44862.22,83,0,0,regular
C101816,721,36,31,5,0.8522,2424.03,2141.73,81908.86,10,1,1,regular
C101817,393,46,40,6,0.8673,2861.58,2288.95,98048.27,17,0,0,regular
C101818,934,29,25,4,0.8768,1852.75,1510.59,46882.84,118,0,0,regular
C101819,212,22,21,1,0.9343,4877.85,3882.18,89338.44,92,0,0,regular
C101820,648,96,96,0,0.995,16839.91,15869.61,1497631.84,30,1,1,high_value
C101821,1155,21,18,3,0.8443,7225.02,6082.14,138836.6,103,0,0,regular
C101822,706,21,19,2,0.9083,6063.92,4870.08,124019.32,36,1,1,regular
C101823,179,39,33,6,0.8414,6489.59,5631.41,239151.27,42,0,0,regular
C101824,690,31,29,2,0.9486,1784.03,1762.75,55080.76,36,0,0,regular
C101825,49,3,3,0,0.9195,1114.76,1037.72,3519.6,59,1,1,new
C101826,689,23,21,2,0.9086,7951.94,7130.46,189289.85,91,1,1,regular
C101827,370,42,39,3,0.9263,3257.41,3113.97,128464.65,19,3,2,regular
C101828,889,43,43,0,0.995,7134.68,5695.01,320954.23,116,2,2,high_value
C101829,361,8,7,1,0.9005,7307.28,7247.84,56798.99,36,3,3,regular
C101830,695,43,37,6,0.8533,3182.66,2618.24,127074.25,116,0,0,regular
C101831,841,86,78,8,0.9114,47042.93,36934.89,3966483.84,104,2,2,high_value
C101832,796,17,14,3,0.842,4450.55,3858.48,62994.81,65,0,0,regular
C101833,59,3,2,1,0.7074,2462.73,1955.47,4966.6,10,1,1,new
C101834,1066,47,41,6,0.8741,10195.96,8361.7,436683.87,68,2,2,regular
C101835,73,1,1,0,0.758,932.23,892.48,988.32,91,1,1,new
C101836,67,2,1,1,0.6795,3433.51,3011.65,3480.99,117,0,0,new
C101837,1050,46,44,2,0.964,3066.28,2396.77,122185.47,11,0,0,regular
C101838,336,41,40,1,0.9763,4960.46,4635.56,183442.62,89,1,1,regular
C101839,393,44,42,2,0.9656,4988.67,4737.77,209088.9,35,0,0,regular
C101840,30,1,1,0,0.8861,7094.63,7069.6,6464.77,89,1,1,new
C101841,590,17,15,2,0.8945,2848.55,2327.56,41747.46,69,1,1,regular
C101842,48,2,2,0,0.7903,1691.9,1667.74,3025.6,103,0,0,new
C101843,676,87,86,1,0.9901,14853.12,14111.8,1141800.66,0,0,0,high_value
C101844,29,1,1,0,0.7219,1869.82,1711.39,2062.35,60,0,0,new
C101845,911,46,37,9,0.7946,3371.64,2841.7,126331.84,81,0,0,regular
C101846,997,29,26,3,0.9003,9020.01,8026.75,254250.64,45,2,1,regular
C101847,404,29,27,2,0.9259,8334.31,6897.35,192051.5,37,0,0,regular
C101848,414,8,7,1,0.8829,5594.79,5327.62,36644.87,39,0,0,regular
C101849,700,23,23,0,0.995,4148.18,3936.05,81603.01,89,2,2,regular
C101850,603,30,28,2,0.9377,5054.84,4175.13,120448.84,24,0,0,regular
C101851,410,64,58,6,0.9038,12936.16,10874.5,644959.15,117,0,0,high_value
C101852,630,12,12,0,0.9932,4779.61,4761.76,57725.65,25,0,0,regular
C101853,994,31,31,0,0.995,1757.74,1570.02,47801.07,49,0,0,regular
C101854,891,16,15,1,0.9408,1511.48,1378.88,24701.67,119,0,0,regular
C101855,394,38,37,1,0.9657,14762.84,14911.5,548877.64,3,1,1,high_value
C101856,793,25,22,3,0.877,926.12,768.39,18818.15,40,2,2,regular
C101857,1060,23,19,4,0.8232,5060.62,4708.96,105920.47,101,0,0,regular
C101858,344,10,9,1,0.9075,3908.25,3774.45,35275.98,37,0,0,regular
C101859,112,23,19,4,0.847,4955.8,4245.46,89945.52,32,1,1,regular
C101860,190,29,26,3,0.8903,2270.72,1939.46,60242.26,0,2,2,regular
C101861,1709,20,19,1,0.9292,3938.02,3919.26,78696.87,17,0,0,high_value
C101862,1701,36,34,2,0.9436,16016.77,12875.2,554177.11,23,0,0,high_value
C101863,342,6,5,1,0.8342,23586.73,19288.41,133245.66,105,0,0,regular
C101864,1033,47,41,6,0.8796,4864.99,4274.53,190726.61,65,0,0,regular
C101865,412,48,44,4,0.9068,10104.88,9818.04,432603.37,27,1,1,regular
C101866,730,55,52,3,0.9505,21433.95,19059.03,1234555.54,97,0,0,high_value
C101867,344,18,16,2,0.8938,8299.0,7012.12,138260.78,72,1,1,regular
C101868,168,32,28,4,0.8676,5154.35,4540.32,164509.6,37,0,0,regular
C101869,364,11,9,2,0.823,5290.54,4692.24,51788.29,30,0,0,regular
C101870,320,45,40,5,0.8779,5334.62,5091.82,214212.6,26,1,1,regular
C101871,690,5,4,1,0.8972,12526.92,12382.87,52132.83,85,0,0,regular
C101872,219,42,40,2,0.9636,22610.97,19379.87,878956.69,85,1,1,high_value
C101873,642,53,46,7,0.8624,14632.35,13901.46,597899.88,77,0,0,high_value
C101874,634,51,48,3,0.9445,33902.94,32151.29,1581992.32,53,0,0,high_value
C101875,508,43,41,2,0.9509,7347.45,7083.44,281497.69,61,1,1,regular
C101876,784,27,24,3,0.872,5885.85,5403.58,148807.02,107,1,1,regular
C101877,807,9,7,2,0.8155,1796.42,1407.54,13213.2,66,2,0,regular
C101878,1160,5,5,0,0.9863,6127.96,5744.4,34660.08,73,1,1,regular
C101879,1013,11,10,1,0.9331,2350.6,2178.89,20540.45,27,3,3,regular
C101880,320,7,6,1,0.8527,5853.46,5424.78,34779.03,54,2,1,regular
C101881,849,25,23,2,0.9267,2775.26,2352.07,61890.03,2,1,1,regular
C101882,775,7,7,0,0.9741,3800.71,3053.84,26823.98,55,2,2,regular
C101883,737,13,13,0,0.995,3245.25,2678.77,37373.26,96,0,0,regular
C101884,970,23,21,2,0.925,11194.53,9312.61,234480.46,80,1,0,regular
C101885,228,38,37,1,0.9736,5726.97,4705.66,221878.86,106,0,0,regular
C101886,81,1,1,0,0.8463,1676.25,1405.85,1582.61,40,0,0,new
C101887,37,2,2,0,0.8243,1051.87,837.8,2198.68,93,0,0,new
C101888,1077,45,40,5,0.8899,4628.17,3909.13,172112.5,87,0,0,regular
C101889,102,29,27,2,0.9306,11081.44,11297.44,287467.74,84,0,0,regular
C101890,597,20,20,0,0.995,2957.68,2669.99,66381.29,95,3,2,regular
C101891,361,22,20,2,0.925,9554.42,8242.23,163861.71,56,1,1,regular
C101892,251,43,37,6,0.8537,2772.01,2641.49,95574.25,41,2,2,regular
C101893,64,1,1,0,0.7805,1040.66,928.97,1176.69,70,2,2,new
C101894,673,16,16,0,0.995,6210.27,4887.97,88842.88,46,2,2,regular
C101895,70,4,3,1,0.6851,2849.86,2597.28,8286.43,82,0,0,new
C101896,665,8,7,1,0.9369,2097.08,1788.76,14477.41,103,2,2,regular
C101897,479,11,10,1,0.8894,2674.77,2452.99,27972.61,3,0,0,regular
C101898,85,4,3,1,0.7897,2642.35,2170.88,8192.86,74,0,0,new
C101899,76,3,3,0,0.9274,606.42,543.24,1888.45,50,0,0,new
C101900,1095,20,19,1,0.9332,1945.79,1608.14,41854.62,12,0,0,regular
C101901,65,2,2,0,0.7965,1418.39,1208.07,2745.54,26,0,0,new
C101902,332,32,28,4,0.8884,4189.97,3959.19,116960.72,99,1,1,regular
C101903,53,2,2,0,0.995,1109.79,926.27,2528.52,43,1,1,new
C101904,637,14,10,4,0.7146,6181.88,5440.75,54922.64,10,3,3,regular
C101905,582,49,44,5,0.8892,5950.46,4745.81,297025.42,89,0,0,regular
C101906,1008,5,4,1,0.8561,2838.21,2681.88,12879.62,28,0,0,regular
C101907,9,4,3,1,0.8247,2798.19,2544.53,9536.6,43,0,0,new
C101908,661,27,25,2,0.9101,7851.86,7658.0,170799.33,23,0,0,regular
C101909,550,18,18,0,0.995,3248.41,2950.92,59832.05,88,0,0,regular
C101910,60,4,4,0,0.9137,1293.79,1317.87,5700.21,110,0,0,new
C101911,72,2,2,0,0.8407,5806.11,4864.77,10963.22,116,0,0,new
C101912,1497,45,41,4,0.9126,33369.97,31971.96,1405339.93,8,1,1,high_value
C101913,682,38,37,1,0.9623,5535.82,4892.33,189859.48,110,0,0,regular
C101914,23,1,1,0,0.8262,1477.09,1285.41,1312.96,76,0,0,new
C101915,145,46,43,3,0.9269,2367.72,2262.51,112571.1,99,0,0,regular
C101916,540,36,34,2,0.9527,1917.54,1935.43,74608.33,9,0,0,regular
C101917,821,40,31,9,0.7644,7221.69,6942.49,194975.77,102,1,1,regular
C101918,417,24,24,0,0.995,1428.56,1227.46,30390.48,39,0,0,regular
C101919,741,64,59,5,0.9247,23535.68,21237.98,1425517.06,47,1,1,high_value
C101920,1040,31,29,2,0.923,6922.62,5760.41,175840.9,107,1,1,regular
C101921,76,41,34,7,0.8252,5036.8,4678.47,177989.77,87,0,0,regular
C101922,150,27,27,0,0.9826,3455.97,3029.57,99455.24,61,0,0,regular
C101923,237,23,20,3,0.8684,5539.8,4624.36,107958.39,80,1,1,regular
C101924,1181,8,8,0,0.942,8383.47,6581.54,72223.42,42,0,0,regular
C101925,7,3,2,1,0.7468,2051.26,2055.52,3626.99,117,1,1,new
C101926,240,24,24,0,0.995,1174.35,938.21,26503.8,8,0,0,regular
C101927,413,40,33,7,0.8235,8959.52,7696.54,322951.63,68,3,3,regular
C101928,68,3,2,1,0.8196,3380.23,2791.09,5925.58,5,1,1,new
C101929,851,5,4,1,0.7827,4411.57,3964.2,16508.56,51,0,0,regular
C101930,315,34,31,3,0.9075,1371.43,1133.88,44059.69,61,0,0,regular
C101931,334,26,23,3,0.8845,3762.53,3599.58,79980.17,100,0,0,regular
C101932,145,15,15,0,0.9782,2661.24,2219.36,39689.54,112,2,2,regular
C101933,940,16,14,2,0.8845,2169.09,1788.44,33439.21,89,0,0,regular
C101934,216,33,32,1,0.9783,4146.26,3449.91,123512.22,115,0,0,regular
C101935,32,3,3,0,0.8724,1321.29,1124.96,3887.58,14,1,1,new
C101936,457,32,29,3,0.8931,3394.03,3170.16,84201.81,63,1,1,regular
C101937,767,43,38,5,0.8943,7013.61,5823.48,283177.58,71,2,1,regular
C101938,751,8,8,0,0.9397,5245.76,4969.02,40141.32,9,2,2,regular
C101939,88,1,1,0,0.8765,3896.29,3441.37,4317.16,71,0,0,new
C101940,398,7,7,0,0.9533,3097.67,2562.64,19007.21,5,1,1,regular
C101941,499,37,34,3,0.926,3425.21,2868.99,126317.4,75,1,1,regular
C101942,503,43,41,2,0.9497,3879.13,3516.66,174016.51,26,1,1,regular
C101943,44,1,1,0,0.995,2618.23,2280.14,2835.08,112,0,0,new
C101944,900,6,6,0,0.9333,2407.39,2174.58,15459.95,39,0,0,regular
C101945,613,53,48,5,0.8963,29220.85,28490.89,1292267.84,72,1,1,high_value
C101946,602,7,6,1,0.8092,6391.32,5055.53,37389.97,73,0,0,regular
C101947,1172,22,21,1,0.9386,18437.71,16123.16,373944.31,104,1,1,high_value
C101948,38,3,3,0,0.995,2369.75,2084.69,6556.95,40,1,1,new
C101949,293,42,40,2,0.9588,16786.53,14104.38,669787.16,43,1,1,high_value
C101950,1423,51,51,0,0.995,14142.05,12530.58,763985.33,81,0,0,high_value
C101951,43,1,1,0,0.6988,1409.51,1291.1,1400.52,6,0,0,new
C101952,833,7,7,0,0.9358,4338.04,3992.69,34688.59,66,0,0,regular
C101953,1482,83,72,11,0.8621,19838.85,18663.6,1517854.47,45,1,1,high_value
C101954,585,56,56,0,0.995,19911.31,15897.68,1095865.68,117,0,0,high_value
C101955,600,55,48,7,0.8785,11334.77,10092.5,528392.94,63,2,1,high_value
C101956,1012,20,20,0,0.995,3130.1,3010.62,64172.27,92,2,2,regular
C101957,85,1,1,0,0.7885,2325.68,2068.02,2278.07,99,2,2,new
C101958,75,38,32,6,0.855,4589.84,4303.24,134622.87,17,1,1,regular
C101959,819,47,44,3,0.9263,11255.07,10373.88,498349.81,75,1,1,regular
C101960,1093,36,35,1,0.9796,26989.1,24061.66,993563.46,81,0,0,regular
C101961,630,18,17,1,0.9696,3349.65,2676.18,54525.87,53,0,0,regular
C101962,213,13,11,2,0.8543,2193.96,2044.71,22564.82,23,1,1,regular
C101963,66,1,1,0,0.7608,6223.83,5653.0,5696.16,55,0,0,new
C101964,347,40,37,3,0.9337,8701.31,6798.89,308699.0,6,0,0,regular
C101965,77,1,1,0,0.9508,1155.31,958.5,1066.71,119,0,0,new
C101966,757,22,21,1,0.9473,17588.83,13978.47,398519.24,10,0,0,regular
C101967,443,12,12,0,0.967,4401.71,4035.74,55018.66,16,0,0,regular
C101968,771,5,5,0,0.9768,6030.99,4726.1,28227.44,16,0,0,regular
C101969,820,8,8,0,0.995,2935.9,2883.59,26952.76,24,0,0,regular
C101970,833,33,32,1,0.9842,999.89,1007.27,33394.66,22,2,2,regular
C101971,1388,87,81,6,0.9328,36235.58,36747.91,2620270.37,75,0,0,high_value
C101972,710,33,33,0,0.9927,2252.01,1879.04,81659.01,13,0,0,regular
C101973,108,6,6,0,0.995,6619.98,5950.26,42742.96,84,0,0,regular
C101974,32,3,3,0,0.855,2032.38,2019.95,6097.2,48,1,0,new
C101975,490,13,11,2,0.8326,2887.75,2728.81,29225.27,47,0,0,regular
C101976,669,20,20,0,0.995,5284.01,4500.38,115536.2,61,2,2,regular
C101977,392,83,76,7,0.9138,30680.11,30071.06,2069036.39,3,1,1,high_value
C101978,1147,17,17,0,0.9837,4373.72,4013.96,72524.93,60,1,1,regular
C101979,610,34,30,4,0.877,13797.46,13179.28,453328.0,62,0,0,regular
C101980,796,18,17,1,0.9678,11539.27,11685.33,213907.37,89,0,0,regular
C101981,183,27,21,6,0.7633,2984.65,3042.55,65119.95,17,0,0,regular
C101982,609,25,22,3,0.8854,11819.17,10650.93,221622.52,6,0,0,regular
C101983,844,22,20,2,0.9041,12953.92,10590.95,246108.03,6,1,1,regular
C101984,838,10,9,1,0.9378,4177.6,3879.71,41582.26,115,1,1,regular
C101985,1442,52,50,2,0.958,14624.42,13666.89,779781.35,41,1,1,high_value
C101986,591,49,41,8,0.8444,4365.11,4004.18,195645.85,28,0,0,regular
C101987,1095,33,31,2,0.9496,3055.91,2693.15,82313.18,16,0,0,regular
C101988,1073,91,85,6,0.9336,10853.92,9980.99,1044577.49,30,0,0,high_value
C101989,17,2,2,0,0.8022,4581.14,4160.45,8417.52,52,0,0,new
C101990,55,3,3,0,0.9297,1917.91,1930.81,5464.24,116,1,1,new
C101991,488,40,35,5,0.8824,3227.03,3165.8,124486.48,91,0,0,regular
C101992,931,15,13,2,0.8337,2581.78,2257.73,32618.89,102,0,0,regular
C101993,67,4,3,1,0.7654,2374.07,2177.04,7427.92,5,1,1,new
C101994,1127,49,47,2,0.9542,4078.64,3735.44,194707.58,68,0,0,regular
C101995,990,45,41,4,0.9087,7783.29,7024.98,354161.08,59,0,0,regular
C101996,132,23,19,4,0.8128,2685.93,2132.46,45768.07,23,1,1,regular
C101997,1041,42,36,6,0.8541,7729.92,7351.33,244699.57,59,0,0,regular
C101998,467,32,30,2,0.9479,5064.48,4839.14,157967.12,70,0,0,regular
C101999,993,10,9,1,0.9312,4902.68,4393.81,48686.25,0,0,0,regular
C102000,638,15,12,3,0.7932,8327.43,8297.27,112613.24,117,0,0,regular
C102001,579,48,46,2,0.948,7464.01,7584.49,333036.41,88,2,2,regular
C102002,582,88,83,5,0.9404,17347.86,16915.88,1541321.3,111,1,1,high_value
C102003,195,45,45,0,0.9912,2348.25,2354.56,102208.91,10,1,1,regular
C102004,39,2,2,0,0.7625,6469.83,5803.44,12236.55,7,1,0,new
C102005,708,19,17,2,0.8822,5571.48,5568.24,81195.9,111,0,0,regular
C102006,692,41,40,1,0.9694,10204.44,10249.4,377577.77,111,0,0,regular
C102007,61,3,3,0,0.8729,1484.03,1379.64,4011.57,76,0,0,new
C102008,88,3,2,1,0.8065,2927.46,2389.31,5448.49,24,0,0,new
C102009,129,32,29,3,0.9148,2944.89,2404.66,79988.93,34,1,1,regular
C102010,9,3,3,0,0.9475,1512.05,1350.8,5024.58,95,1,1,new
C102011,628,24,21,3,0.8929,3745.92,3583.12,71664.25,111,0,0,regular
C102012,69,2,1,1,0.6554,1819.38,1638.05,1993.66,80,0,0,new
C102013,807,38,38,0,0.995,9022.49,8769.53,379815.18,48,0,0,regular
C102014,1179,7,6,1,0.8798,854.0,823.9,5068.33,98,1,1,regular
C102015,1033,28,27,1,0.9489,3326.55,2757.26,95866.46,31,0,0,regular
C102016,492,43,37,6,0.8572,8962.07,7275.98,313552.03,15,0,0,regular
C102017,64,3,2,1,0.6474,3271.83,3106.27,5596.99,46,1,1,new
C102018,169,38,35,3,0.9224,8566.07,7340.19,318669.36,56,1,1,regular
C102019,1037,16,15,1,0.9322,16822.01,16881.48,260385.43,73,0,0,regular
C102020,500,27,24,3,0.9034,4722.36,4667.78,112022.91,82,0,0,regular
C102021,87,4,3,1,0.7615,4020.29,3571.22,13503.45,86,1,1,new
C102022,57,2,1,1,0.6497,6276.39,5770.02,6704.3,24,0,0,new
C102023,861,6,6,0,0.926,5727.8,5632.18,33599.55,79,0,0,regular
C102024,1109,5,4,1,0.8567,4372.08,4324.55,15145.13,5,0,0,regular
C102025,71,38,31,7,0.8288,7733.46,7065.86,266785.85,110,1,1,regular
C102026,254,46,41,5,0.8949,9157.81,9279.24,430061.06,53,1,1,regular
C102027,773,18,17,1,0.9492,4396.41,3978.89,77755.15,114,0,0,regular
C102028,676,47,44,3,0.935,3366.16,2658.81,160027.85,104,1,0,regular
C102029,197,25,21,4,0.8571,12610.31,11539.02,265295.11,23,1,1,regular
C102030,81,1,1,0,0.8635,434.46,419.9,400.13,13,0,0,new
C102031,126,28,27,1,0.9632,9210.23,9361.13,279417.58,109,0,0,regular
C102032,1189,48,40,8,0.8396,5268.77,4242.88,222659.5,58,2,2,regular
C102033,238,16,15,1,0.9138,13467.19,11928.28,204950.91,12,1,0,regular
C102034,78,2,2,0,0.7904,3822.96,3520.17,8063.58,73,1,1,new
C102035,998,34,28,6,0.8335,2700.64,2677.82,75887.03,114,2,2,regular
C102036,1374,99,91,8,0.9156,13220.39,12583.34,1043668.85,72,2,2,high_value
